Rainfall_mm,Temperature_C,Humidity_%,Soil_Type,Crop_Type,Fertilizer_Used,Irrigation_Status,Region,Crop_Yield_tons_per_hectare
908.87,31.52,59.82,Loamy,Maize,Compost,No,East,6.073
730.89,29.52,51.57,Peaty,Cotton,DAP,No,East,2.262
687.49,22.36,23.5,Clay,Wheat,Compost,Yes,South,2.755
671.42,31.54,41.13,Silty,Maize,NPK,No,North,6.91
834.26,24.54,64.21,Sandy,Sugarcane,Urea,Yes,South,60.535
573.12,22.87,50.55,Silty,Rice,NPK,No,Central,5.906
920.99,27.19,44.77,Loamy,Soybean,NPK,Yes,South,4.12
667.25,27.86,50.5,Loamy,Wheat,Compost,No,West,3.566
724.69,29.07,55.49,Silty,Rice,NPK,No,North,5.722
383.07,28.89,55.3,Peaty,Maize,Urea,Yes,West,5.607
761.03,31.15,49.73,Loamy,Cotton,Compost,No,South,2.229
460.45,33.48,54.28,Loamy,Cotton,DAP,No,North,2.348
708.67,28.06,54.0,Silty,Sugarcane,DAP,Yes,West,83.42
1083.78,34.22,58.71,Loamy,Cotton,DAP,No,West,2.164
637.96,32.66,59.74,Peaty,Wheat,DAP,No,North,2.671
510.12,30.7,42.64,Peaty,Cotton,Urea,No,North,1.626
818.01,24.13,63.94,Peaty,Sugarcane,DAP,No,East,74.121
349.24,31.9,37.85,Sandy,Soybean,DAP,Yes,North,2.238
1035.47,29.14,56.1,Peaty,Maize,NPK,No,South,5.361
580.78,20.29,48.54,Peaty,Maize,Urea,No,Central,5.979
946.89,21.08,58.05,Sandy,Cotton,NPK,Yes,East,2.302
798.59,20.93,35.62,Clay,Rice,Urea,Yes,North,4.907
442.81,21.03,49.7,Loamy,Maize,Urea,No,Central,6.506
1040.57,21.52,46.19,Peaty,Soybean,DAP,No,East,2.389
764.45,31.18,56.63,Loamy,Cotton,Urea,Yes,South,2.557
945.44,27.41,61.1,Silty,Sugarcane,Compost,Yes,Central,79.089
409.21,31.41,56.0,Loamy,Soybean,DAP,Yes,North,3.184
650.34,21.4,42.32,Sandy,Cotton,None,No,North,1.182
628.77,19.29,54.41,Loamy,Soybean,None,No,South,2.818
1232.99,22.68,64.28,Loamy,Maize,DAP,Yes,East,5.865
837.96,30.46,52.22,Loamy,Sugarcane,NPK,Yes,Central,92.145
816.57,30.74,47.73,Clay,Cotton,Urea,No,South,1.93
1058.95,25.86,61.83,Clay,Wheat,Compost,Yes,East,2.865
793.6,28.61,66.57,Silty,Sugarcane,NPK,No,West,84.57
672.92,24.47,51.53,Sandy,Wheat,Urea,Yes,West,3.44
941.72,23.37,68.86,Loamy,Soybean,Urea,Yes,East,4.166
535.29,28.99,59.87,Loamy,Rice,Urea,Yes,North,6.193
566.5,30.31,34.22,Loamy,Sugarcane,DAP,No,North,61.701
658.45,35.95,46.3,Loamy,Soybean,Compost,No,West,2.823
615.18,22.01,47.91,Clay,Wheat,DAP,No,North,3.457
396.81,21.38,58.53,Silty,Maize,DAP,No,North,5.653
902.77,24.52,57.9,Peaty,Maize,Compost,Yes,East,5.876
941.48,30.07,69.15,Sandy,Rice,NPK,Yes,East,5.469
620.65,37.04,51.32,Loamy,Sugarcane,Urea,Yes,North,78.674
770.79,27.71,65.97,Silty,Sugarcane,NPK,No,East,82.619
723.09,22.69,58.08,Peaty,Sugarcane,NPK,Yes,Central,95.585
767.12,21.3,54.58,Silty,Soybean,NPK,No,West,3.752
707.26,24.09,63.54,Clay,Rice,NPK,No,Central,6.519
711.28,28.15,50.19,Peaty,Sugarcane,Compost,Yes,Central,64.091
504.62,30.56,66.26,Silty,Soybean,Urea,No,North,2.964
559.34,28.09,39.49,Clay,Maize,Compost,No,North,4.122
633.83,23.4,49.23,Silty,Wheat,None,No,Central,2.904
675.04,20.46,54.31,Silty,Soybean,Compost,No,Central,3.301
833.75,30.28,50.74,Peaty,Maize,Urea,No,South,6.377
873.09,24.25,60.62,Clay,Maize,Urea,Yes,South,6.383
602.36,24.66,51.08,Loamy,Wheat,None,No,West,3.324
522.82,21.93,53.1,Sandy,Maize,Urea,Yes,Central,5.62
774.16,19.23,48.37,Peaty,Rice,Urea,Yes,East,5.218
911.88,35.22,50.11,Clay,Wheat,DAP,No,South,2.739
640.58,23.71,52.58,Silty,Maize,None,No,North,5.398
933.14,17.18,64.5,Clay,Cotton,DAP,Yes,Central,1.935
1164.64,27.81,78.04,Sandy,Soybean,DAP,Yes,East,2.498
1135.63,26.26,48.09,Sandy,Maize,Compost,No,East,4.69
1034.38,17.64,59.11,Loamy,Rice,Urea,No,East,4.495
567.89,32.7,54.9,Loamy,Sugarcane,NPK,Yes,North,94.093
781.63,30.31,58.55,Sandy,Maize,Compost,No,South,4.881
864.66,31.21,47.53,Peaty,Sugarcane,Compost,Yes,East,54.019
928.58,28.34,52.76,Peaty,Cotton,NPK,No,South,2.184
524.75,20.48,50.38,Silty,Maize,None,No,West,4.837
536.41,26.69,72.2,Loamy,Wheat,DAP,No,North,3.99
525.34,24.6,58.05,Silty,Sugarcane,Urea,No,South,78.795
970.07,23.75,62.2,Loamy,Cotton,NPK,Yes,South,2.914
844.79,35.18,35.35,Sandy,Wheat,DAP,No,East,2.453
785.83,22.04,45.18,Peaty,Wheat,None,Yes,East,2.562
658.37,24.68,43.34,Peaty,Wheat,None,Yes,North,2.769
1044.46,27.19,63.75,Sandy,Wheat,Urea,Yes,South,2.86
687.33,28.97,52.66,Silty,Maize,None,Yes,Central,6.556
892.43,35.46,52.77,Silty,Soybean,DAP,Yes,East,2.639
1107.74,26.18,64.83,Clay,Maize,Compost,Yes,East,5.613
534.65,28.45,38.61,Loamy,Maize,Urea,No,West,6.86
526.35,20.98,44.01,Silty,Cotton,NPK,No,North,2.369
1102.25,29.88,61.52,Sandy,Cotton,Compost,Yes,South,2.176
956.29,36.68,74.08,Silty,Soybean,Compost,No,South,2.217
893.08,24.86,65.03,Peaty,Cotton,None,Yes,South,1.903
958.62,31.02,62.62,Loamy,Rice,Compost,Yes,East,5.25
556.57,19.95,47.93,Clay,Soybean,DAP,Yes,North,3.24
939.9,25.27,58.65,Loamy,Cotton,NPK,Yes,South,3.034
531.17,25.53,60.35,Peaty,Soybean,NPK,Yes,Central,3.473
831.24,28.76,71.23,Peaty,Maize,None,No,West,4.367
581.28,26.3,49.71,Peaty,Maize,None,Yes,West,4.551
869.32,32.65,60.99,Peaty,Soybean,DAP,Yes,South,3.037
1122.04,24.43,69.75,Unknown,Rice,DAP,Yes,East,4.201
628.78,30.65,55.85,Clay,Rice,DAP,No,West,4.794
782.15,27.81,45.17,Peaty,Soybean,NPK,Yes,West,3.937
642.95,21.61,46.9,Peaty,Cotton,DAP,No,West,2.205
664.9,15.86,59.22,Silty,Sugarcane,NPK,Yes,West,79.79
932.31,27.73,54.14,Clay,Rice,Urea,Yes,South,5.465
606.09,23.58,66.47,Loamy,Wheat,Urea,Yes,North,4.505
633.93,28.38,50.22,Clay,Maize,Urea,No,North,5.92
1157.8,20.7,52.49,Clay,Soybean,Urea,No,East,2.379
848.89,29.67,65.25,Clay,Wheat,Compost,Yes,Central,3.131
431.01,34.84,45.74,Peaty,Soybean,Urea,Yes,North,2.895
918.13,25.8,56.12,Peaty,Maize,Urea,Yes,Central,6.183
294.92,17.02,52.84,Sandy,Maize,Urea,Yes,North,4.556
455.32,26.72,41.18,Loamy,Rice,NPK,Yes,North,6.486
979.33,23.44,60.24,Silty,Rice,NPK,No,East,5.7
475.06,22.26,39.81,Clay,Wheat,Urea,No,West,3.434
1041.97,25.95,61.45,Loamy,Soybean,NPK,Yes,East,3.742
660.98,31.98,40.11,Loamy,Maize,DAP,No,North,6.159
543.11,24.12,44.14,Sandy,Wheat,Urea,No,West,2.52
719.52,30.49,61.58,Silty,Sugarcane,Compost,Yes,West,75.264
775.53,25.92,65.89,Clay,Wheat,Urea,Yes,West,3.849
409.67,26.55,41.11,Silty,Cotton,NPK,No,Central,2.298
576.14,32.46,44.36,Sandy,Wheat,Urea,No,North,2.396
956.0,25.6,59.94,Peaty,Cotton,None,Yes,South,1.852
862.42,30.83,50.78,Loamy,Cotton,Urea,No,East,2.462
520.76,25.86,57.92,Clay,Cotton,Compost,Yes,Central,2.486
896.83,29.8,46.82,Peaty,Sugarcane,None,No,East,47.888
871.94,25.67,52.42,Sandy,Wheat,Urea,Yes,South,3.202
537.4,27.86,65.25,Silty,Wheat,Compost,No,West,3.404
983.34,28.29,62.69,Loamy,Sugarcane,DAP,Yes,South,89.747
1063.92,30.38,65.95,Clay,Maize,Compost,Yes,East,5.367
956.39,29.4,57.61,Peaty,Rice,Urea,Yes,South,5.252
738.73,22.78,43.08,Peaty,Wheat,Urea,Yes,North,3.214
996.82,36.1,72.33,Loamy,Rice,Compost,No,South,4.025
592.51,27.13,53.41,Silty,Soybean,DAP,Yes,North,3.622
716.3,31.58,61.92,Sandy,Soybean,Compost,Yes,South,2.567
723.62,15.05,52.28,Silty,Sugarcane,Urea,Yes,North,73.388
740.0,31.02,54.59,Silty,Soybean,DAP,No,North,3.545
850.64,30.83,53.81,Silty,Soybean,Compost,Yes,South,3.097
578.6,28.17,53.22,Loamy,Maize,Compost,Yes,Central,7.641
763.19,15.72,51.5,Loamy,Maize,DAP,No,West,6.168
376.95,23.39,40.64,Sandy,Maize,DAP,Yes,West,4.878
709.75,21.88,52.61,Silty,Soybean,DAP,No,West,3.305
774.52,32.81,59.71,Loamy,Sugarcane,Urea,Yes,North,89.569
592.83,20.98,61.17,Sandy,Cotton,DAP,No,West,1.79
586.33,29.77,40.95,Sandy,Cotton,Urea,Yes,North,2.3
715.15,25.55,61.4,Silty,Rice,Compost,No,Central,5.354
1056.5,32.41,55.54,Clay,Cotton,Compost,Yes,South,1.57
915.92,28.14,50.26,Silty,Cotton,DAP,Yes,South,2.378
498.59,23.77,42.35,Clay,Maize,DAP,Yes,North,6.745
322.12,23.13,67.27,Sandy,Maize,Urea,No,North,3.704
714.14,24.79,60.24,Loamy,Soybean,Compost,No,Central,3.723
639.53,11.54,43.58,Peaty,Rice,None,Yes,West,2.408
394.82,35.85,43.48,Sandy,Wheat,NPK,Yes,Central,2.816
749.0,33.57,44.12,Loamy,Rice,NPK,No,South,5.889
810.35,27.34,45.62,Sandy,Rice,NPK,No,South,4.805
560.39,31.7,40.31,Silty,Sugarcane,DAP,No,West,72.387
895.77,26.82,49.58,Clay,Soybean,Urea,No,South,3.184
533.53,29.18,56.8,Sandy,Sugarcane,Compost,Yes,North,57.693
890.59,31.93,66.34,Loamy,Rice,Urea,Yes,South,5.39
1338.94,25.81,59.41,Silty,Rice,Compost,Yes,East,2.605
583.79,30.87,48.37,Peaty,Rice,NPK,No,West,4.909
519.59,18.02,57.1,Silty,Cotton,NPK,Yes,West,2.582
885.05,28.07,57.99,Clay,Sugarcane,DAP,Yes,West,74.296
1219.59,26.93,67.18,Silty,Rice,Compost,Yes,East,4.184
537.67,25.3,46.61,Peaty,Maize,Compost,Yes,Central,6.546
732.01,25.97,66.89,Loamy,Soybean,NPK,Yes,North,4.509
373.0,25.79,61.2,Sandy,Soybean,NPK,Yes,West,3.365
1330.56,32.54,72.39,Clay,Maize,None,No,South,2.241
817.43,26.71,51.55,Peaty,Soybean,Urea,Yes,North,3.287
979.79,41.11,49.06,Clay,Cotton,DAP,Yes,South,1.447
678.79,22.3,67.54,Silty,Cotton,DAP,No,North,2.653
616.56,29.77,54.95,Clay,Wheat,Urea,No,North,2.835
801.15,31.47,56.97,Peaty,Wheat,None,No,South,2.79
1079.35,25.05,67.28,Sandy,Wheat,None,Yes,South,2.285
753.42,20.93,55.29,Sandy,Soybean,Urea,No,North,2.981
540.91,24.74,48.7,Clay,Cotton,Urea,Yes,West,2.538
895.2,20.39,75.63,Loamy,Cotton,DAP,Yes,South,2.394
815.02,22.88,65.75,Clay,Cotton,NPK,No,East,2.524
992.85,28.94,73.15,Silty,Maize,DAP,No,East,6.57
509.86,39.95,62.85,Sandy,Cotton,Urea,Yes,North,1.423
887.87,35.68,41.9,Sandy,Maize,Urea,No,Central,4.079
790.13,23.96,62.46,Sandy,Wheat,DAP,No,North,2.876
390.45,31.73,51.8,Loamy,Wheat,None,No,North,2.448
765.37,25.18,50.38,Loamy,Soybean,DAP,Yes,West,3.976
781.95,22.65,79.17,Peaty,Wheat,DAP,Yes,West,3.459
437.82,26.59,49.98,Clay,Soybean,Urea,Yes,Central,3.084
844.75,16.06,52.77,Clay,Rice,Compost,Yes,Central,3.606
478.28,18.6,48.47,Silty,Rice,NPK,Yes,Central,5.492
623.32,31.57,57.42,Sandy,Sugarcane,DAP,No,Central,56.26
564.85,33.82,54.87,Loamy,Soybean,DAP,No,Central,2.992
314.33,14.55,42.08,Silty,Sugarcane,NPK,Yes,North,58.086
559.76,34.29,61.03,Silty,Sugarcane,Urea,Yes,North,74.726
858.67,32.79,57.44,Loamy,Rice,Compost,Yes,East,5.101
940.56,25.26,56.8,Clay,Soybean,DAP,No,East,2.948
904.26,29.27,56.31,Sandy,Rice,DAP,Yes,South,4.801
661.45,36.09,43.9,Clay,Sugarcane,NPK,No,North,70.027
554.7,33.13,43.36,Silty,Soybean,NPK,No,Central,3.082
973.12,29.47,51.04,Sandy,Sugarcane,Compost,Yes,South,64.19
615.35,23.83,33.24,Peaty,Cotton,Urea,Yes,West,2.086
398.79,24.95,50.71,Silty,Soybean,Compost,Yes,North,3.698
1153.08,30.5,54.92,Clay,Soybean,Compost,No,East,2.015
861.77,29.71,53.93,Clay,Sugarcane,Compost,No,North,54.988
580.59,32.81,49.2,Clay,Cotton,NPK,No,North,2.269
458.65,19.78,41.28,Loamy,Maize,Urea,No,North,6.187
439.64,29.22,45.87,Silty,Rice,Compost,Yes,North,4.298
770.96,30.6,56.06,Sandy,Sugarcane,Compost,Yes,West,62.559
1002.03,25.79,54.48,Unknown,Soybean,DAP,No,East,3.431
390.65,38.91,40.48,Clay,Rice,NPK,No,North,3.552
396.02,22.68,43.04,Loamy,Rice,Urea,No,West,4.225
957.18,26.72,66.76,Sandy,Rice,DAP,No,South,3.681
360.2,30.65,42.66,Silty,Maize,None,Yes,North,5.455
589.61,31.32,53.14,Peaty,Wheat,DAP,Yes,West,3.205
944.31,25.77,54.88,Loamy,Sugarcane,DAP,No,Central,89.705
775.33,25.76,54.65,Silty,Wheat,Compost,No,South,3.658
1158.05,30.49,69.94,Peaty,Wheat,None,Yes,East,2.092
396.82,29.32,40.75,Clay,Wheat,None,Yes,North,2.311
681.2,27.46,71.45,Clay,Rice,Compost,Yes,North,5.817
736.27,17.7,57.58,Sandy,Cotton,Urea,Yes,West,1.666
1073.23,27.74,63.1,Peaty,Rice,None,Yes,East,4.092
608.7,35.08,43.78,Clay,Rice,Compost,No,Central,3.514
995.53,29.95,65.11,Clay,Soybean,DAP,No,South,2.794
1056.19,23.12,74.43,Sandy,Soybean,NPK,No,East,2.716
833.19,19.71,50.62,Silty,Wheat,DAP,No,North,3.807
557.61,31.79,43.12,Clay,Rice,Urea,Yes,West,4.409
892.9,24.7,58.23,Loamy,Wheat,NPK,No,Central,4.305
514.91,33.68,42.22,Loamy,Soybean,Compost,Yes,West,3.175
864.18,33.56,53.67,Silty,Cotton,DAP,No,South,2.144
904.22,26.26,64.78,Peaty,Sugarcane,DAP,No,East,65.785
575.68,28.63,65.66,Sandy,Wheat,Compost,Yes,West,2.821
626.39,29.25,59.57,Loamy,Cotton,Urea,Yes,West,3.084
766.26,21.0,48.44,Loamy,Sugarcane,DAP,Yes,North,95.778
718.5,35.53,52.16,Silty,Maize,Compost,Yes,West,5.915
885.11,29.5,54.91,Peaty,Wheat,NPK,Yes,Central,4.157
1002.19,27.77,60.84,Peaty,Wheat,Compost,No,East,2.624
1092.41,31.93,68.92,Silty,Maize,NPK,No,South,5.975
684.05,28.53,47.27,Loamy,Maize,NPK,Yes,West,8.104
581.61,21.56,69.14,Sandy,Wheat,NPK,Yes,Central,3.82
1058.4,22.97,52.84,Loamy,Maize,Urea,No,South,5.682
922.59,16.27,51.81,Peaty,Rice,NPK,Yes,Central,4.931
745.75,27.33,48.51,Loamy,Sugarcane,DAP,Yes,West,92.651
774.63,29.76,75.17,Sandy,Sugarcane,Urea,No,West,65.931
1191.87,26.06,60.05,Clay,Sugarcane,Urea,Yes,East,57.765
509.49,21.22,43.67,Loamy,Rice,NPK,Yes,North,6.665
592.31,24.52,48.16,Silty,Maize,Urea,Yes,Central,7.279
604.4,25.16,51.33,Clay,Cotton,Urea,Yes,North,2.31
808.97,31.34,52.33,Silty,Maize,NPK,Yes,North,7.573
945.18,34.16,66.11,Silty,Wheat,NPK,Yes,South,3.577
994.46,13.32,63.81,Silty,Soybean,Compost,Yes,South,2.623
711.21,26.61,55.84,Loamy,Sugarcane,Urea,No,Central,79.992
594.19,23.98,58.44,Peaty,Maize,Urea,No,North,5.718
920.8,25.7,61.93,Clay,Cotton,Compost,No,East,2.247
632.24,31.21,58.03,Sandy,Wheat,Urea,Yes,North,3.447
1031.67,24.5,62.02,Peaty,Rice,Compost,Yes,South,4.671
324.62,30.42,60.27,Loamy,Rice,Urea,Yes,North,5.146
424.83,36.96,49.55,Silty,Cotton,None,No,West,1.118
386.92,24.75,46.55,Sandy,Wheat,Compost,Yes,West,2.533
1221.32,25.91,70.81,Clay,Sugarcane,Urea,Yes,East,54.831
561.28,25.8,55.77,Peaty,Maize,NPK,Yes,Central,6.622
602.76,38.93,51.89,Peaty,Wheat,DAP,No,North,2.194
917.75,24.5,45.25,Sandy,Rice,DAP,No,West,4.071
749.88,34.35,66.28,Loamy,Cotton,NPK,Yes,Central,2.782
727.14,26.82,64.48,Clay,Cotton,DAP,No,West,2.41
573.53,27.85,44.67,Sandy,Maize,DAP,Yes,Central,6.324
749.98,31.14,58.33,Silty,Cotton,DAP,Yes,Central,2.69
647.8399999999999,25.14,45.83,Clay,Cotton,Urea,Yes,West,2.437
614.5,31.91,56.52,Peaty,Wheat,Urea,Yes,South,3.114
707.85,25.62,63.08,Sandy,Sugarcane,NPK,Yes,Central,81.094
598.12,21.66,50.92,Peaty,Maize,Compost,No,North,5.367
570.74,32.08,57.11,Peaty,Wheat,DAP,No,West,2.511
788.01,30.05,44.49,Peaty,Sugarcane,DAP,Yes,South,72.875
617.99,24.07,45.48,Loamy,Wheat,None,Yes,West,3.273
890.99,32.76,60.05,Peaty,Soybean,None,Yes,East,2.05
661.33,22.08,48.11,Silty,Wheat,Compost,Yes,North,3.592
1067.03,29.11,54.72,Silty,Cotton,NPK,No,East,2.209
944.21,18.54,53.08,Clay,Sugarcane,NPK,Yes,Central,73.046
646.67,25.05,44.31,Peaty,Maize,DAP,No,Central,5.178
1010.47,22.79,68.25,Peaty,Maize,Urea,Yes,East,6.714
1026.04,20.7,69.15,Sandy,Sugarcane,Urea,Yes,East,55.723
644.05,27.12,46.8,Loamy,Cotton,NPK,Yes,Central,2.904
602.48,28.66,43.19,Clay,Rice,NPK,No,South,5.305
616.58,30.07,51.58,Peaty,Wheat,NPK,No,North,3.552
1000.22,27.075,50.64,Sandy,Cotton,Urea,Yes,West,1.771
1149.9,29.15,68.64,Loamy,Soybean,Compost,No,East,2.728
843.73,21.38,56.96,Clay,Sugarcane,NPK,No,North,81.068
784.52,22.6,52.79,Clay,Wheat,NPK,Yes,West,4.019
627.2,26.91,60.72,Peaty,Maize,Urea,Yes,West,6.73
1090.24,22.62,54.26,Clay,Rice,NPK,Yes,East,4.679
1060.48,27.03,57.8,Sandy,Soybean,Urea,Yes,South,2.468
659.9,23.75,43.62,Clay,Maize,NPK,No,South,6.34
616.72,26.21,41.3,Silty,Sugarcane,Compost,Yes,North,75.172
535.24,18.68,43.45,Sandy,Wheat,Urea,Yes,North,2.938
921.62,18.44,51.95,Loamy,Sugarcane,NPK,Yes,Central,82.907
955.85,23.41,51.9,Loamy,Wheat,Urea,Yes,South,4.212
180.95,20.37,42.89,Peaty,Cotton,NPK,Yes,North,1.627
765.98,13.88,54.52,Peaty,Rice,DAP,No,Central,4.083
340.72,29.41,34.4,Silty,Cotton,NPK,Yes,West,2.086
741.12,31.86,61.2,Loamy,Cotton,None,Yes,North,2.242
584.82,31.38,39.57,Loamy,Sugarcane,DAP,Yes,Central,74.466
730.39,26.28,40.79,Loamy,Rice,Compost,No,South,5.19
534.34,26.18,58.98,Loamy,Wheat,Compost,Yes,West,4.156
415.95,27.5,39.5,Clay,Wheat,Urea,Yes,North,3.464
876.64,23.73,60.39,Sandy,Soybean,Compost,Yes,South,2.779
520.92,27.075,45.75,Sandy,Maize,NPK,Yes,West,5.266
954.88,32.94,51.06,Silty,Soybean,None,Yes,East,2.735
904.26,27.07,43.89,Clay,Soybean,NPK,No,South,3.336
962.25,26.76,62.29,Loamy,Wheat,Compost,No,East,3.567
763.39,25.42,47.8,Loamy,Sugarcane,NPK,Yes,North,94.506
632.71,29.97,61.42,Peaty,Cotton,NPK,Yes,Central,2.493
643.62,26.41,40.69,Peaty,Cotton,Compost,No,North,1.862
711.56,24.55,65.55,Silty,Cotton,Urea,Yes,South,2.846
1086.95,25.32,45.1,Loamy,Rice,DAP,Yes,East,5.098
1170.64,27.32,65.69,Silty,Wheat,NPK,Yes,East,3.242
863.78,21.24,47.87,Clay,Sugarcane,Compost,No,West,63.41
580.11,34.07,38.87,Sandy,Rice,NPK,No,North,3.398
650.72,23.96,52.21,Loamy,Maize,Urea,Yes,North,8.109
707.92,23.02,59.57,Clay,Sugarcane,None,Yes,South,71.118
942.49,25.11,57.28,Loamy,Soybean,DAP,No,East,3.743
779.96,31.55,55.25,Peaty,Sugarcane,NPK,Yes,South,91.116
949.27,25.66,60.61,Silty,Sugarcane,Urea,No,South,80.728
920.77,32.82,63.35,Peaty,Cotton,Urea,Yes,East,2.291
1003.02,25.35,73.23,Sandy,Sugarcane,NPK,No,South,66.611
1370.29,19.9,61.45,Peaty,Soybean,None,No,East,0.974
993.24,22.83,63.69,Loamy,Soybean,DAP,Yes,South,3.467
911.75,23.57,53.65,Peaty,Wheat,Urea,Yes,Central,3.466
722.32,30.24,53.05,Loamy,Sugarcane,DAP,Yes,South,93.829
887.25,24.71,63.2,Sandy,Cotton,Urea,Yes,South,2.284
732.53,21.1,56.1,Peaty,Sugarcane,Urea,No,Central,66.257
559.76,19.76,45.23,Silty,Maize,NPK,Yes,North,7.491
1276.5,17.84,66.37,Silty,Maize,None,No,East,2.585
538.42,40.27,53.59,Silty,Cotton,Urea,Yes,West,1.67
748.47,23.25,60.02,Peaty,Wheat,Compost,No,Central,3.204
185.73,29.21,52.85,Peaty,Wheat,DAP,Yes,North,2.791
963.7,27.19,73.61,Peaty,Soybean,Urea,No,South,2.994
625.89,33.14,52.54,Loamy,Soybean,Urea,Yes,North,3.666
692.16,22.71,45.02,Sandy,Rice,Compost,Yes,Central,4.459
959.3,36.35,61.72,Silty,Cotton,Urea,Yes,South,2.198
465.33,36.86,38.6,Loamy,Sugarcane,DAP,Yes,North,65.524
466.77,21.42,64.55,Silty,Cotton,Urea,Yes,West,2.496
851.72,33.2,52.57,Loamy,Rice,DAP,Yes,East,6.313
872.12,36.39,65.32,Peaty,Soybean,Urea,No,East,1.735
506.15,18.99,52.65,Silty,Cotton,NPK,Yes,Central,2.7
904.26,19.56,55.96,Peaty,Cotton,NPK,No,South,2.358
775.49,16.54,42.86,Silty,Soybean,NPK,Yes,South,3.329
946.58,22.3,52.63,Clay,Rice,DAP,Yes,East,5.305
569.78,21.97,48.24,Loamy,Soybean,DAP,No,North,3.524
716.41,25.33,51.34,Clay,Wheat,DAP,No,South,3.405
509.92,20.62,50.94,Loamy,Sugarcane,Urea,Yes,West,85.322
557.86,30.46,45.87,Sandy,Soybean,NPK,No,West,2.796
965.53,27.15,63.23,Silty,Rice,DAP,Yes,South,5.566
720.73,29.12,53.64,Sandy,Maize,DAP,No,South,5.429
922.41,32.15,63.71,Sandy,Wheat,Compost,Yes,East,2.385
845.86,28.32,45.04,Loamy,Maize,DAP,Yes,Central,7.227
880.81,25.88,63.86,Clay,Soybean,None,Yes,East,2.6
512.91,22.89,63.29,Peaty,Wheat,DAP,Yes,Central,3.608
636.92,31.49,51.46,Loamy,Sugarcane,Compost,Yes,West,76.015
575.32,28.35,61.16,Peaty,Soybean,DAP,Yes,Central,3.05
585.71,28.09,51.49,Sandy,Sugarcane,None,No,East,40.321
929.86,23.97,55.25,Peaty,Cotton,DAP,Yes,South,2.157
830.54,28.5,58.3,Clay,Maize,Compost,Yes,Central,6.724
996.65,23.09,72.49,Loamy,Wheat,Urea,Yes,East,4.298
806.48,28.55,68.04,Clay,Sugarcane,NPK,No,West,77.509
796.6,25.68,43.68,Clay,Rice,DAP,No,Central,4.448
521.77,30.58,42.21,Loamy,Sugarcane,DAP,Yes,West,81.559
957.43,20.36,58.45,Clay,Rice,NPK,Yes,West,6.02
598.17,27.24,46.31,Silty,Soybean,None,Yes,North,3.053
764.17,30.51,58.34,Silty,Wheat,DAP,No,Central,3.277
850.98,27.37,55.91,Silty,Sugarcane,NPK,No,East,94.555
468.12,19.89,45.74,Peaty,Sugarcane,Urea,Yes,Central,66.454
537.49,23.28,66.57,Clay,Wheat,NPK,No,Central,3.424
788.02,33.34,62.02,Loamy,Sugarcane,Compost,Yes,West,85.062
906.57,26.65,63.85,Loamy,Rice,Compost,Yes,West,6.058
693.31,22.9,47.41,Peaty,Sugarcane,NPK,No,West,80.931
663.88,33.27,52.98,Loamy,Maize,NPK,No,West,6.828
1145.09,34.75,61.81,Silty,Soybean,DAP,No,East,2.476
1107.18,21.11,62.89,Clay,Cotton,NPK,Yes,South,2.157
332.19,24.49,43.12,Loamy,Rice,Urea,Yes,North,5.265
894.19,25.28,65.26,Loamy,Maize,NPK,No,West,7.773
592.93,29.67,62.51,Sandy,Soybean,NPK,No,West,2.745
712.6,26.1,60.38,Sandy,Wheat,Urea,Yes,North,2.908
489.86,27.61,49.0,Sandy,Rice,NPK,Yes,West,5.221
1055.03,26.27,57.88,Clay,Cotton,Compost,No,South,1.951
484.95,38.0,58.36,Silty,Soybean,Compost,No,Central,2.019
718.2,29.87,56.95,Silty,Cotton,DAP,No,North,2.59
1096.5,25.53,66.38,Silty,Wheat,DAP,No,East,3.354
314.19,25.61,48.73,Clay,Wheat,NPK,Yes,North,3.485
1091.31,29.37,55.88,Clay,Rice,DAP,No,South,4.436
853.6,22.22,69.58,Sandy,Sugarcane,DAP,No,East,57.135
871.44,28.35,77.06,Loamy,Wheat,NPK,Yes,Central,4.706
671.67,27.8,49.98,Peaty,Soybean,Urea,No,West,3.01
363.06,22.68,46.95,Peaty,Sugarcane,Compost,No,North,45.003
848.02,15.43,53.92,Loamy,Maize,Compost,Yes,East,5.996
1135.42,18.32,57.41,Sandy,Cotton,NPK,No,North,1.83
1046.1,25.85,65.69,Loamy,Sugarcane,DAP,No,Central,88.495
518.4,31.54,45.74,Loamy,Cotton,DAP,Yes,North,2.601
1063.7,24.75,53.63,Peaty,Sugarcane,DAP,No,East,68.353
1080.46,31.33,65.18,Sandy,Maize,NPK,Yes,South,6.148
993.96,25.17,49.13,Clay,Wheat,Urea,No,East,3.702
653.49,21.74,48.14,Peaty,Maize,None,Yes,North,5.318
848.08,20.61,51.55,Clay,Wheat,Compost,No,Central,3.175
704.28,22.37,57.79,Sandy,Wheat,NPK,Yes,West,3.339
858.64,27.7,57.77,Loamy,Cotton,DAP,Yes,West,2.852
722.9,26.77,39.51,Silty,Soybean,DAP,Yes,Central,3.653
715.79,25.76,56.6,Silty,Maize,None,Yes,North,6.114
735.45,25.97,48.11,Sandy,Sugarcane,Urea,Yes,Central,62.541
319.95,32.53,58.7,Silty,Maize,Urea,Yes,North,5.712
1140.84,36.4,46.26,Clay,Cotton,DAP,No,East,1.209
